Build Type,ID,NAME,TYPE,"ORIENTATION (D,U,L,R)","NORMALLY (0=closed, 1=open)",inNode is Connected To,Node (OUT -or- IN),outNode is Connected To,Node (OUT -or- IN),Length,Label,TextAncor,"Label Orientation (H,V)","Label Placement (L,R)",Associated With
1-NODE,1024,CS-201,SWITCH,D,0,CS-2,OUT,NA,NA,99,CS-201,RC,H,L,CS
1-NODE,1025,LINE_CS-2A,BUS,R,0,KPD_42,OUT,NA,NA,3,LINE_CS-2A,CC,H,L,CS
1-NODE,1026,LINE_CS-2B,BUS,D,0,LINE_CS-2A,OUT,NA,NA,3,LINE_CS-2B,CC,H,L,CS
1-NODE,1027,CS-205,SWITCH,D,1,LINE_CS-2B,OUT,NA,NA,99,CS-205,LC,H,R,CS
1-NODE,1028,LINE_CS-2C,BUS,D,0,CS-205,OUT,NA,NA,3,LINE_CS-2C,CC,H,L,CS
2-NODE,1029,LINE_CS-2D,BUS,R,0,CS-201,OUT,LINE_CS-2C,OUT,3,LINE_CS-2D,CC,H,L,CS
1-NODE,1030,LINE_CS-2E,BUS,D,0,CS-201,OUT,NA,NA,10,LINE_CS-2E,CC,H,L,CS
1-NODE,1031,CS-133,SWITCH,L,0,LINE_CS-2E,OUT,NA,NA,99,CS-133,CB,H,L,CS
1-NODE,1032,CS-13,70KVB,L,0,CS-133,OUT,NA,NA,99,CS-13,CB,H,L,CS
1-NODE,1033,CS-131,SWITCH,L,0,CS-13,OUT,NA,NA,99,CS-131,CB,H,L,CS
1-NODE,1034,LINE_CS-2F,BUS,L,0,CS-131,OUT,NA,NA,2,LINE_CS-2F,CB,H,R,CS
2-NODE,1035,LINE_CS-2G,BUS,R,0,CS-123,OUT,LINE_CS-2F,OUT,2,LINE_CS-2G,CB,H,R,CS
1-NODE,1036,LINE_CS-1H,BUS,D,0,LINE_CS-1E,OUT,NA,NA,6,LINE_CS-1H,CB,H,R,CS
1-NODE,1037,CS-213,SWITCH,R,0,LINE_CS-1H,OUT,NA,NA,99,CS-213,CB,H,R,CS
1-NODE,1038,CS-21,70KVB,R,0,CS-213,OUT,NA,NA,99,CS-21,CB,H,R,CS
1-NODE,1039,CS-211,SWITCH,R,0,CS-21,OUT,NA,NA,99,CS-211,CB,H,R,CS
1-NODE,1040,LINE_CS-1I,BUS,R,0,CS-211,OUT,NA,NA,2,LINE_CS-1I,CC,H,R,CS
1-NODE,1041,LINE_CS-1J,BUS,R,0,LINE_CS-1I,OUT,NA,NA,2,LINE_CS-1J,CC,H,R,CS
1-NODE,1042,CS-221,SWITCH,R,0,LINE_CS-1J,OUT,NA,NA,99,CS-221,CB,H,R,CS
1-NODE,1043,CS-22,70KVB,R,1,CS-221,OUT,NA,NA,99,CS-22,CB,H,R,CS
1-NODE,1044,CS-223,SWITCH,R,0,CS-22,OUT,NA,NA,99,CS-223,CB,H,R,CS
1-NODE,1045,LINE_CS-2H,BUS,D,0,LINE_CS-2E,OUT,NA,NA,6,LINE_CS-2H,CB,H,R,CS
1-NODE,1046,CS-233,SWITCH,L,0,LINE_CS-2H,OUT,NA,NA,99,CS-233,CB,H,L,CS
1-NODE,1047,CS-23,70KVB,L,0,CS-233,OUT,NA,NA,99,CS-23,CB,H,L,CS
1-NODE,1048,CS-231,SWITCH,L,0,CS-23,OUT,NA,NA,99,CS-231,CB,H,L,CS
1-NODE,1049,LINE_CS-2I,BUS,L,0,CS-231,OUT,NA,NA,2,LINE_CS-2I,CB,H,R,CS
2-NODE,1050,LINE_CS-2J,BUS,R,0,CS-223,OUT,LINE_CS-2I,OUT,2,LINE_CS-2J,CB,H,R,CS
*** Ewok Village Power Station ID=2000 ***
0-node,2001,EVSPF,TURB,D,1,-10,6,NA,NA,4,EV,CC,H,R,EVSPF
1-node,2002,SPF-LINE,SWITCH,D,0,EVSPF,OUT,NA,NA,99,SPF-Line,LC,H,R,EVSPF
1-NODE,2003,SPF-1,70KVB,D,1,SPF-LINE,OUT,NA,NA,99,SPF-1,LC,H,R,EVSPF
1-NODE,2004,SPF-LOAD,SWITCH,D,0,SPF-1,OUT,NA,NA,99,SPF-Load,LC,H,R,EVSPF
1-NODE,2005,LINE_EV-A,BUS,D,0,SPF-LOAD,OUT,NA,NA,9,LINE_EV-A,CB,H,R,NA
1-NODE,2006,LINE_EV-B,BUS,R,0,LINE_EV-A,OUT,NA,NA,31,LINE_EV-B,CB,H,R,NA
2-NODE,2007,LINE_EV-C,BUS,D,0,LINE_EV-B,OUT,LINE_CS-1F,OUT,3,LINE_EV-C,CB,H,R,NA
*** Wookie Lake ID=3000 ***
1-NODE,3001,LINE_CS-2K,BUS,D,0,LINE_CS-2J,OUT,NA,NA,10,LINE_CS-2K,CB,H,R,NA
1-NODE,3002,WL-103,SWITCH,D,0,LINE_CS-2K,OUT,NA,NA,99,WL-103,RC,H,L,WL
1-NODE,3003,WL-1,70KVB,D,0,WL-103,OUT,NA,NA,99,WL-1,RC,H,L,WL
1-NODE,3004,WL-101,SWITCH,D,0,WL-1,OUT,NA,NA,99,WL-101,RC,H,L,WL
1-NODE,3005,LINE_WL-1A,BUS,R,0,LINE_CS-2K,OUT,NA,NA,3,LINE_WL-1A,CC,H,L,WL
1-NODE,3006,LINE_WL-1B,BUS,D,0,LINE_WL-1A,OUT,NA,NA,3,LINE_WL-1B,CC,H,L,WL
1-NODE,3007,WL-105,SWITCH,D,1,LINE_WL-1B,OUT,NA,NA,99,WL-105,LC,H,R,WL
1-NODE,3008,LINE_WL-1C,BUS,D,0,WL-105,OUT,NA,NA,3,LINE_WL-1C,CC,H,L,WL
2-NODE,3009,LINE_WL-1D,BUS,R,0,WL-101,OUT,LINE_WL-1C,OUT,3,LINE_WL-1D,CC,H,L,WL
1-Node,3010,XFMR_WL1,XFMR,D,0,WL-101,OUT,NA,NA,99,Transformer WL1,LC,H,R,WL
1-Node,3011,MAIN_WL1,12KVB,D,0,XFMR_WL1,OUT,NA,NA,99,WL1 Main,LC,H,R,WL
1-NODE,3012,BUS_WL-1A,BUS,L,0,MAIN_WL1,OUT,NA,NA,4,BUS_WL-1A,CB,H,R,WL
1-NODE,3013,FDR_WL6,12KVB,D,0,BUS_WL-1A,OUT,NA,NA,99,WL6,RC,H,L,WL
1-NODE,3014,BUS_WL-1B,BUS,L,0,BUS_WL-1A,OUT,NA,NA,4,BUS_WL-1B,CB,H,R,WL
1-NODE,3015,FDR_WL5,12KVB,D,0,BUS_WL-1B,OUT,NA,NA,99,WL5,RC,H,L,WL
1-NODE,3016,BUS_WL-1C,BUS,L,0,BUS_WL-1B,OUT,NA,NA,4,BUS_WL-1C,CB,H,R,WL
1-NODE,3017,FDR_WL4,12KVB,D,0,BUS_WL-1C,OUT,NA,NA,99,WL4,RC,H,L,WL
1-NODE,3018,BUS_WL-1D,BUS,L,0,BUS_WL-1C,OUT,NA,NA,4,BUS_WL-1D,CB,H,R,WL
1-NODE,3019,FDR_WL3,12KVB,D,0,BUS_WL-1D,OUT,NA,NA,99,WL3,RC,H,L,WL
1-NODE,3020,FDR_WL7,12KVB,D,0,MAIN_WL1,OUT,NA,NA,99,WL7,RC,H,L,WL
1-NODE,3021,BUS_WL-1E,BUS,R,0,MAIN_WL1,OUT,NA,NA,4,BUS_WL-1E,CB,H,R,WL
1-NODE,3022,FDR_WL8,12KVB,D,0,BUS_WL-1E,OUT,NA,NA,99,WL8,RC,H,L,WL
1-NODE,3023,BUS_WL-1F,BUS,R,0,BUS_WL-1E,OUT,NA,NA,4,BUS_WL-1F,CB,H,R,WL
1-NODE,3024,FDR_WL9,12KVB,D,0,BUS_WL-1F,OUT,NA,NA,99,WL9,RC,H,L,WL
*** Line to Droid Depot Substation ID=4000***
1-NODE,4001,LINE_CS1-DD1,BUS,U,0,LINE_CS-1I,OUT,NA,NA,3,LINE_CS1-DD1,CB,H,R,NA
1-NODE,4002,LINE_CS1-DD2,BUS,L,0,LINE_CS1-DD1,OUT,NA,NA,80,LINE_CS1-DD2,CB,H,R,NA
1-NODE,4003,LINE_CS1-DD3,BUS,D,0,LINE_CS1-DD2,OUT,NA,NA,12,LINE_CS1-DD3,CB,H,R,NA
*** Droid Depot Substation ID=5000 ***
1-NODE,5001,LINE_DD-2A,BUS,R,0,LINE_CS1-DD3,OUT,NA,NA,3,LINE_DD-2A,CB,H,R,DD
1-NODE,5002,DD-201,SWITCH,R,0,LINE_DD-2A,OUT,NA,NA,99,DD-201,CB,H,R,DD
1-NODE,5003,DD-2,70KVB,R,0,DD-201,OUT,NA,NA,99,DD-2,CB,H,R,DD
1-NODE,5004,DD-203,SWITCH,R,0,DD-2,OUT,NA,NA,99,DD-203,CB,H,R,DD
1-NODE,5005,LINE_DD-2B,BUS,U,0,LINE_DD-2A,OUT,NA,NA,3,LINE_DD-2B,CB,H,R,DD
1-NODE,5006,LINE_DD-2C,BUS,R,0,LINE_DD-2B,OUT,NA,NA,3,LINE_DD-2C,CB,H,R,DD
1-NODE,5007,DD-205,SWITCH,R,1,LINE_DD-2C,OUT,NA,NA,99,DD-205,CB,H,R,DD
1-NODE,5008,LINE_DD-2D,BUS,R,0,DD-205,OUT,NA,NA,3,LINE_DD-2D,CB,H,R,DD
2-NODE,5009,LINE_DD-2E,BUS,D,0,LINE_DD-2D,OUT,DD-203,OUT,3,LINE_DD-2E,CB,H,R,DD
1-NODE,5010,LINE_DD-2F,BUS,R,0,DD-203,OUT,NA,NA,3,LINE_DD-2F,CB,H,R,DD
1-NODE,5011,LINE_DD-3A,BUS,R,0,LINE_DD-2F,OUT,NA,NA,3,LINE_DD-3A,CB,H,R,DD
1-NODE,5012,DD-303,SWITCH,R,0,LINE_DD-3A,OUT,NA,NA,99,DD-303,CB,H,R,DD
1-NODE,5013,DD-3,70KVB,R,0,DD-303,OUT,NA,NA,99,DD-3,CB,H,R,DD
1-NODE,5014,DD-301,SWITCH,R,0,DD-3,OUT,NA,NA,99,DD-301,CB,H,R,DD
1-NODE,5015,LINE_DD-3B,BUS,U,0,LINE_DD-3A,OUT,NA,NA,3,LINE_DD-3B,CB,H,R,DD
1-NODE,5016,LINE_DD-3C,BUS,R,0,LINE_DD-3B,OUT,NA,NA,3,LINE_DD-3C,CB,H,R,DD
1-NODE,5017,DD-305,SWITCH,R,1,LINE_DD-3C,OUT,NA,NA,99,DD-305,CB,H,R,DD
1-NODE,5018,LINE_DD-3D,BUS,R,0,DD-305,OUT,NA,NA,3,LINE_DD-3D,CB,H,R,DD
2-NODE,5019,LINE_DD-3E,BUS,D,0,LINE_DD-3D,OUT,DD-301,OUT,3,LINE_DD-3E,CB,H,R,DD
1-NODE,5020,LINE_DD-3F,BUS,R,0,DD-301,OUT,NA,NA,3,LINE_DD-3F,CB,H,R,DD
1-NODE,5021,LINE_DD-1A,BUS,D,0,LINE_DD-2F,OUT,NA,NA,3,LINE_DD-1A,CC,H,L,DD
1-NODE,5022,DD-103,SWITCH,D,0,LINE_DD-1A,OUT,NA,NA,99,DD-103,RC,H,L,DD
1-NODE,5023,DD-1,70KVB,D,0,DD-103,OUT,NA,NA,99,DD-1,RC,H,L,DD
1-NODE,5024,DD-101,SWITCH,D,0,DD-1,OUT,NA,NA,99,DD-101,RC,H,L,DD
1-NODE,5025,LINE_DD-1B,BUS,R,0,LINE_DD-1A,OUT,NA,NA,3,LINE_DD-1B,CC,H,L,DD
1-NODE,5026,LINE_DD-1C,BUS,D,0,LINE_DD-1B,OUT,NA,NA,3,LINE_DD-1C,CC,H,L,DD
1-NODE,5027,DD-105,SWITCH,D,1,LINE_DD-1C,OUT,NA,NA,99,DD-105,LC,H,R,DD
1-NODE,5028,LINE_DD-1D,BUS,D,0,DD-105,OUT,NA,NA,3,LINE_DD-1D,CC,H,L,DD
2-NODE,5029,LINE_DD-1E,BUS,R,0,DD-101,OUT,LINE_DD-1D,OUT,3,LINE_DD-1E,CC,H,L,DD
1-Node,5030,XFMR_DD1,XFMR,D,0,DD-101,OUT,NA,NA,99,Transformer DD1,LC,H,R,DD
1-Node,5031,MAIN_DD1,12KVB,D,0,XFMR_DD1,OUT,NA,NA,99,DD1 Main,LC,H,R,DD
1-NODE,5032,BUS_DD1A,BUS,L,0,MAIN_DD1,OUT,NA,NA,4,BUS_DD1A,CB,H,R,DD
1-NODE,5033,FDR_DD5,12KVB,D,0,BUS_DD1A,OUT,NA,NA,99,DD5,LC,H,R,DD
1-NODE,5034,FDR_DD7,12KVB,D,0,MAIN_DD1,OUT,NA,NA,99,DD7,LC,H,R,DD
1-NODE,5035,BUS_DD1B,BUS,L,0,BUS_DD1A,OUT,NA,NA,4,BUS_DD1B,LC,H,R,DD
1-NODE,5036,FDR_DD3,12KVB,D,0,BUS_DD1B,OUT,NA,NA,99,DD3,LC,H,R,DD
1-NODE,5037,BUS_DD1C,BUS,R,0,MAIN_DD1,OUT,NA,NA,4,BUS_DD1C,LC,H,R,DD
1-NODE,5038,FDR_DD8,12KVB,D,0,BUS_DD1C,OUT,NA,NA,99,DD8,LC,H,R,DD
1-NODE,5039,BUS_DD1D,BUS,R,0,BUS_DD1C,OUT,NA,NA,4,BUS_DD1D,LC,H,R,DD
1-NODE,5040,FDR_DD9,12KVB,D,0,BUS_DD1D,OUT,NA,NA,99,DD9,LC,H,R,DD
*** Line to Solo Ace Flight Ctr ID=6000 ***
1-NODE,6001,LINE_CS1-FC1,BUS,R,0,LINE_DD-3F,OUT,NA,NA,3,LINE_CS1-FC1,LC,H,R,NA
1-NODE,6002,LINE_CS1-FC2,BUS,D,0,LINE_CS1-FC1,OUT,NA,NA,30,LINE_CS1-FC2,LC,H,R,NA
*** Solo Ace Flight Center Substation ID=7000 ***
1-Node,7001,FC-100,SWITCH,D,0,LINE_CS1-FC2,OUT,NA,NA,99,FC-100,RC,H,L,FC
1-Node,7002,LINE_FC-1A,BUS,D,0,FC-100,OUT,NA,NA,3,LINE_FC-1A,RC,H,L,FC
1-Node,7003,FC-101,SWITCH,D,0,LINE_FC-1A,OUT,NA,NA,99,FC-101,RC,H,L,FC
1-Node,7004,FC-1,70KVB,D,0,FC-101,OUT,NA,NA,99,FC-1,RC,H,L,FC
1-Node,7005,FC-103,SWITCH,D,0,FC-1,OUT,NA,NA,99,FC-103,RC,H,L,FC
1-Node,7006,LINE_FC-1F,BUS,D,0,FC-103,OUT,NA,NA,2,LINE_FC-1F,RC,H,L,FC
1-Node,7007,LINE_FC-1B,BUS,R,0,LINE_FC-1A,OUT,NA,NA,3,LINE_FC-1B,RC,H,L,FC
1-Node,7008,LINE_FC-1C,BUS,D,0,LINE_FC-1B,OUT,NA,NA,3,LINE_FC-1C,RC,H,L,FC
1-Node,7009,FC-105,SWITCH,D,1,LINE_FC-1C,OUT,NA,NA,99,FC-105,LC,H,R,FC
1-Node,7010,LINE_FC-1D,BUS,D,0,FC-105,OUT,NA,NA,3,LINE_FC-1D,LC,H,R,FC
2-Node,7011,LINE_FC-1E,BUS,L,0,LINE_FC-1D,OUT,FC-103,OUT,3,LINE_FC-1E,LC,H,R,FC
1-Node,7012,LINE_FC-4A,BUS,D,0,LINE_FC-1F,OUT,NA,NA,2,LINE_FC-4A,LC,H,R,FC
1-Node,7013,FC-403,SWITCH,D,0,LINE_FC-4A,OUT,NA,NA,99,FC-403,RC,H,L,FC
1-Node,7014,FC-4,70KVB,D,0,FC-403,OUT,NA,NA,99,FC-4,RC,H,L,FC
1-Node,7015,FC-401,SWITCH,D,0,FC-4,OUT,NA,NA,99,FC-401,RC,H,L,FC
1-Node,7016,LINE_FC-4B,BUS,R,0,LINE_FC-4A,OUT,NA,NA,3,LINE_FC-4B,CC,H,R,FC
1-Node,7017,LINE_FC-4C,BUS,D,0,LINE_FC-4B,OUT,NA,NA,3,LINE_FC-4C,CC,H,R,FC
1-Node,7018,FC-405,SWITCH,D,1,LINE_FC-4C,OUT,NA,NA,99,FC-405,LC,H,R,FC
1-Node,7019,LINE_FC-4D,BUS,D,0,FC-405,OUT,NA,NA,3,LINE_FC-4D,CC,H,R,FC
2-Node,7020,LINE_FC-4E,BUS,L,0,LINE_FC-4D,OUT,FC-401,OUT,3,LINE_FC-4E,CC,H,R,FC
1-Node,7021,LINE_FC-3A,BUS,R,0,LINE_FC-1F,OUT,NA,NA,5,LINE_FC-3A,CC,H,R,FC
1-Node,7022,FC-301,SWITCH,R,0,LINE_FC-3A,OUT,NA,NA,99,FC-301,CB,H,R,FC
1-Node,7023,FC-3,70KVB,R,0,FC-301,OUT,NA,NA,99,FC-3,CB,H,R,FC
1-Node,7024,FC-303,SWITCH,R,0,FC-3,OUT,NA,NA,99,FC-303,CB,H,R,FC
1-Node,7025,LINE_FC-3B,BUS,U,0,LINE_FC-3A,OUT,NA,NA,3,LINE_FC-3B,CC,H,R,FC
1-Node,7026,LINE_FC-3C,BUS,R,0,LINE_FC-3B,OUT,NA,NA,3,LINE_FC-3C,CC,H,R,FC
1-Node,7027,FC-305,SWITCH,R,1,LINE_FC-3C,OUT,NA,NA,99,FC-305,CB,H,R,FC
1-Node,7028,LINE_FC-3D,BUS,R,0,FC-305,OUT,NA,NA,3,LINE_FC-3D,CC,H,R,FC
2-Node,7029,LINE_FC-3E,BUS,D,0,LINE_FC-3D,OUT,FC-303,OUT,3,LINE_FC-3E,CC,H,R,FC
1-Node,7030,FC-7,SWITCH,R,0,FC-303,OUT,NA,NA,99,FC-7,CB,H,R,FC
1-Node,7031,LINE_FC-7A,BUS,R,0,FC-7,OUT,NA,NA,3,LINE_FC-7A,CB,H,R,FC
1-Node,7032,LINE_FC-2A,BUS,U,0,LINE_FC-7A,OUT,NA,NA,2,LINE_FC-2A,CC,H,R,FC
1-Node,7033,FC-203,SWITCH,U,0,LINE_FC-2A,OUT,NA,NA,99,FC-203,LC,H,L,FC
1-Node,7034,FC-2,70KVB,U,0,FC-203,OUT,NA,NA,99,FC-2,LC,H,L,FC
1-Node,7035,FC-201,SWITCH,U,0,FC-2,OUT,NA,NA,99,FC-201,LC,H,L,FC
1-Node,7036,LINE_FC-2B,BUS,L,0,LINE_FC-2A,OUT,NA,NA,3,LINE_FC-2B,CC,H,R,FC
1-Node,7037,LINE_FC-2C,BUS,U,0,LINE_FC-2B,OUT,NA,NA,3,LINE_FC-2C,CC,H,R,FC
1-Node,7038,FC-205,SWITCH,U,1,LINE_FC-2C,OUT,NA,NA,99,FC-205,RC,H,R,FC
1-Node,7039,LINE_FC-2D,BUS,U,0,FC-205,OUT,NA,NA,3,LINE_FC-2D,CC,H,1,FC
2-Node,7040,LINE_FC-2E,BUS,R,0,LINE_FC-2D,OUT,FC-201,OUT,3,LINE_FC-2E,CC,H,R,FC
1-Node,7041,LINE_FC-2F,BUS,U,0,FC-201,OUT,NA,NA,3,LINE_FC-2F,CC,H,R,FC
1-Node,7042,FC-200,SWITCH,U,0,LINE_FC-2F,OUT,NA,NA,99,FC-200,LC,H,L,FC
1-Node,7043,LINE_FC-5A,BUS,D,0,LINE_FC-7A,OUT,NA,NA,2,LINE_FC-5A,CC,H,R,FC
1-Node,7044,FC-503,SWITCH,D,0,LINE_FC-5A,OUT,NA,NA,99,FC-503,LC,H,R,FC
1-Node,7045,FC-5,70KVB,D,0,FC-503,OUT,NA,NA,99,FC-5,LC,H,R,FC
1-Node,7046,FC-501,SWITCH,D,0,FC-5,OUT,NA,NA,99,FC-501,LC,H,R,FC
1-Node,7047,LINE_FC-5B,BUS,L,0,LINE_FC-5A,OUT,NA,NA,3,LINE_FC-5B,CC,H,R,FC
1-Node,7048,LINE_FC-5C,BUS,D,0,LINE_FC-5B,OUT,NA,NA,3,LINE_FC-5C,CC,H,R,FC
1-Node,7049,FC-505,SWITCH,D,1,LINE_FC-5C,OUT,NA,NA,99,FC-505,RC,H,L,FC
1-Node,7050,LINE_FC-5D,BUS,D,0,FC-505,OUT,NA,NA,3,LINE_FC-5D,CC,H,R,FC
2-Node,7051,LINE_FC-5E,BUS,R,0,LINE_FC-5D,OUT,FC-501,OUT,3,LINE_FC-5E,CC,H,R,FC
1-Node,7052,XFMR_FC1,XFMR,D,0,FC-401,OUT,NA,NA,99,Transformer FC1,LC,H,R,FC
1-Node,7053,MAIN_FC1,12KVB,D,0,XFMR_FC1,OUT,NA,NA,99,FC1 Main,LC,H,R,FC
1-Node,7054,BUS_FC1A,BUS,L,0,MAIN_FC1,OUT,NA,NA,3,BUS_FC1A,CC,H,R,FC
1-Node,7055,BUS_FC1B,BUS,L,0,BUS_FC1A,OUT,NA,NA,3,BUS_FC1B,CC,H,R,FC
1-Node,7056,BUS_FC1C,BUS,R,0,MAIN_FC1,OUT,NA,NA,3,BUS_FC1C,CC,H,R,FC
1-Node,7057,BUS_FC1D,BUS,R,0,BUS_FC1C,OUT,NA,NA,3,BUS_FC1D,CC,H,R,FC
1-Node,7058,BUS_FC1E,BUS,R,0,BUS_FC1D,OUT,NA,NA,2,BUS_FC1E,CC,H,R,FC
1-Node,7059,XFMR_FC2,XFMR,D,0,FC-501,OUT,NA,NA,99,Transformer FC2,LC,H,R,FC
1-Node,7060,MAIN_FC2,12KVB,D,0,XFMR_FC2,OUT,NA,NA,99,FC2 Main,LC,H,R,FC
1-Node,7061,BUS_FC2A,BUS,R,0,MAIN_FC2,OUT,NA,NA,3,BUS_FC2A,CC,H,R,FC
1-Node,7062,BUS_FC2B,BUS,R,0,BUS_FC2A,OUT,NA,NA,3,BUS_FC2B,CC,H,R,FC
1-Node,7063,BUS_FC2C,BUS,L,0,MAIN_FC2,OUT,NA,NA,3,BUS_FC2C,CC,H,R,FC
1-Node,7064,BUS_FC2D,BUS,L,0,BUS_FC2C,OUT,NA,NA,3,BUS_FC2D,CC,H,R,FC
1-Node,7065,BUS_FC2E,BUS,L,0,BUS_FC2D,OUT,NA,NA,2,BUS_FC2E,CC,H,R,FC
1-Node,7066,FDR_FC3,12KVB,D,0,BUS_FC1B,OUT,NA,NA,99,FC3,LC,H,R,FC
1-Node,7067,FDR_FC5,12KVB,D,0,MAIN_FC1,OUT,NA,NA,99,FC5,LC,H,R,FC
1-Node,7068,FDR_FC7,12KVB,D,0,BUS_FC1D,OUT,NA,NA,99,FC7,LC,H,R,FC
1-Node,7069,FDR_FC4,12KVB,D,0,BUS_FC2D,OUT,NA,NA,99,FC4,LC,H,R,FC
1-Node,7070,FDR_FC6,12KVB,D,0,MAIN_FC2,OUT,NA,NA,99,FC6,LC,H,R,FC
1-Node,7071,FDR_FC8,12KVB,D,0,BUS_FC2B,OUT,NA,NA,99,FC8,LC,H,R,FC
2-Node,7072,TIE_FC1-FC2,12KVB,R,1,BUS_FC1E,OUT,BUS_FC2E,OUT,99,FC1-FC2 Tie,CB,H,R,FC
*** Skywalker Power Plant ID=30000 ***
0-node,30001,PP_TURB_A,TURB,D,1,40,140,NA,NA,4,A,CC,H,R,PP
0-node,30002,PP_TURB_B,TURB,D,1,44,140,NA,NA,4,B,CC,H,R,PP
0-node,30003,PP_TURB_C,TURB,D,1,48,140,NA,NA,4,C,CC,H,R,PP
0-node,30004,PP_TURB_D,TURB,D,1,52,140,NA,NA,4,D,CC,H,R,PP
0-node,30005,PP_TURB_E,TURB,D,1,56,140,NA,NA,4,E,CC,H,R,PP
1-node,30006,PP_CB_1A,12KVB,U,1,PP_TURB_A,IN,NA,NA,4,1A,LC,H,L,PP
1-node,30007,PP_CB_1B,12KVB,D,1,PP_TURB_A,OUT,NA,NA,4,1B,LC,H,R,PP
1-node,30008,PP_CB_2A,12KVB,U,1,PP_TURB_B,IN,NA,NA,4,2A,LC,H,L,PP
1-node,30009,PP_CB_2B,12KVB,D,1,PP_TURB_B,OUT,NA,NA,4,2B,LC,H,R,PP
1-node,30010,PP_CB_3A,12KVB,U,1,PP_TURB_C,IN,NA,NA,4,3A,LC,H,L,PP
1-node,30011,PP_CB_3B,12KVB,D,1,PP_TURB_C,OUT,NA,NA,4,3B,LC,H,R,PP
1-node,30012,PP_CB_4A,12KVB,U,1,PP_TURB_D,IN,NA,NA,4,4A,LC,H,L,PP
1-node,30013,PP_CB_4B,12KVB,D,1,PP_TURB_D,OUT,NA,NA,4,4B,LC,H,R,PP
1-node,30014,PP_CB_5A,12KVB,U,1,PP_TURB_E,IN,NA,NA,4,5A,LC,H,L,PP
1-node,30015,PP_CB_5B,12KVB,D,1,PP_TURB_E,OUT,NA,NA,4,5B,LC,H,R,PP
2-node,30016,BUS_PP_A1,BUS,R,0,PP_CB_1A,OUT,PP_CB_2A,OUT,4,BUS_PP_A1,CC,H,R,PP
2-node,30017,BUS_PP_A2,BUS,R,0,PP_CB_2A,OUT,PP_CB_3A,OUT,4,BUS_PP_A2,CC,H,R,PP
